clade_name	MS11669_jun23_under50bp.metaphlan	MS11670_jun23_under50bp.metaphlan	MS11673_jun23_under50bp.metaphlan	MS11674_jun23_under50bp.metaphlan	MS11675_jun23_under50bp.metaphlan	MS11676_jun23_under50bp.metaphlan	MS11677_jun23_under50bp.metaphlan	MS11678_jun23_under50bp.metaphlan	MS11679_jun23_under50bp.metaphlan	MS11683_jun23_under50bp.metaphlan	MS11684_jun23_under50bp.metaphlan	MS11686_jun23_under50bp.metaphlan	MS11770_jun23_under50bp.metaphlan	MS11771_jun23_under50bp.metaphlan	MS11774_jun23_under50bp.metaphlan	MS11775_jun23_under50bp.metaphlan
s__Pyxidicoccus_trucidator	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptosporangium_subroseum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00045	0.0	0.0	0.0	0.0	0.0	0.0	0.00473	0.0
s__Rhodococcus_gordoniae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.08465	3.71249	0.0	0.1224	0.0	0.0	0.0	0.0
s__Providencia_alcalifaciens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.95933	8.10468	0.22468	0.03193	0.0	0.0	0.0	0.0
s__Pseudomonas_nitrititolerans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.87174	3.50348	0.0	0.0	0.0	0.0	0.0	0.0
s__Timonella_senegalensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.89199	1.47235	0.0	0.0	0.11934	0.0	0.0	0.0
s__GGB32910_SGB54460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09341	0.79879	0.84378	0.48807	0.0	0.0	0.0	0.0
s__Comamonas_avium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04204	0.09369	0.0	0.08713	1.14356	0.46044	0.0	0.0
s__Pseudomonas_mangrovi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86253	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Flavimobilis_rhizosphaerae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81309	0.32824	0.0	0.0	0.0	0.0	0.0	0.0
s__Cellulosimicrobium_cellulans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.70708	0.17311	0.0	0.12542	0.0	0.0	0.0	0.0
s__Nonomuraea_cavernae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40377	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptomyces_albidoflavus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33152	0.0	0.19148	1.59902	0.0	0.0	0.0	0.0
s__Lysobacter_sp_HDW10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30626	0.46978	0.0	0.0	0.0	0.00437	0.0	0.0
s__Sphingobacterium_mizutaii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22661	0.16629	0.01253	0.0	0.0	0.0	0.0	0.0
s__Prescottella_defluvii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19653	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Comamonas_aquatica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16992	0.0	0.02208	0.00131	0.01526	0.0	0.0	0.0
s__Luteimonas_sp_MC1750	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13883	0.7857	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_saudiphocaensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11275	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Rhodococcus_pyridinivorans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08102	0.04725	0.0	0.0	0.0	0.0	0.0	0.0
s__Erysipelothrix_inopinata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07638	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Luteimonas_sp_MC1572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633	0.01645	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_durans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05874	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Thermomonas_fusca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05571	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Chryseobacterium_lacus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0531	0.03059	0.0	0.0	0.0	0.0	0.0	0.0
s__Negativibacillus_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05234	0.0304	0.0	0.04429	0.0	0.0	0.01199	0.0178
s__Cellulomonas_sp_zg_Y338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05133	0.02397	0.0	0.0	0.0	0.0	0.0	0.0
s__Usitatibacter_rugosus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0498	0.04837	0.0	0.0006	0.0	0.0	0.00483	0.0
s__Streptomyces_hirsutus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04773	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingobacterium_bovisgrunnientis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0417	0.00854	0.11789	0.0	0.0	0.0	0.0	0.0
s__Luteimonas_colneyensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03995	0.06907	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptosporangium_amethystogenes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03573	0.01238	0.0	0.01118	0.0	0.0	0.00302	0.0
s__Rhodococcus_sp_CH91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02985	0.00924	0.0	0.0	0.0	0.0	0.0	0.0
s__Thermomonas_sp_XSG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02841	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Providencia_rettgeri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02635	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Betaproteobacteria_bacterium_GR16_43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02292	0.01219	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_SGB89046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02016	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Kaistella_pullorum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01868	0.03487	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinocorallia_populi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01866	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Luteimonas_sp_MC1782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01612	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Luteimonas_mephitis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01574	0.0	0.0	0.0	0.0	0.00684	0.0	0.0
s__Pseudoxanthomonas_indica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01546	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Thermomonas_SGB62036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01514	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Thermomonas_sp_IMCC34681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01432	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudochrobactrum_algeriensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0133	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lysobacter_sp_M15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01287	0.0	0.0	0.0	0.0	0.01295	0.0	0.0
s__GGB91591_SGB134380	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01191	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB77898_SGB108035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01088	0.0	0.0	0.0	0.0	0.01135	0.0	0.0
s__Enterococcus_casseliflavus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01081	0.0	0.37766	0.0	0.0	0.0	0.0	0.0
s__Metalysinibacillus_saudimassiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00828	0.01759	0.0	0.0	0.0	0.0	0.0	0.0
s__Luteimonas_arsenica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00684	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lysobacter_sp_50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00662	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingobacterium_faecale	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00509	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Erysipelothrix_sp_HDW6C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0043	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Microbacterium_commune	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00334	0.01175	0.0	0.0	0.0	0.0	0.0	0.0
s__Thermomonas_flagellata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00205	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lysobacter_profundi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00179	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingobacterium_sp_DK4209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00124	0.0	0.00829	0.0	0.00918	0.0	0.0	0.0
s__Terrimesophilobacter_mesophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00094	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB53673_SGB74810	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89914	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB44132_SGB129180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11911	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB15791_SGB24034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08966	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3600_SGB4860	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07791	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinobacteria_bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06004	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_suis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05863	0.0	0.08618	0.0	0.00449	0.0	0.0
s__GGB78197_SGB107723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0579	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB94865_SGB129202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05647	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB32066_SGB24035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05622	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB35532_SGB55446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04949	0.00253	0.0	0.0	0.0	0.0	0.0
s__GGB94514_SGB128778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0463	0.00741	0.0	0.0	0.0	0.0	0.0
s__Tenggerimyces_flavus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03641	0.0	0.0	0.0	0.0	0.0	0.0
s__Thermoleophilia_bacterium_SCSIO_60948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0356	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB40004_SGB55222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03511	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB95275_SGB130650	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02913	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB64208_SGB86622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02726	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB95110_SGB128512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02299	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB91330_SGB134744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02274	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB94400_SGB128248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02249	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB78212_SGB107748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02134	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB52695_SGB73593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02004	0.0	0.0	0.0	0.0	0.0	0.0
s__Brevibacterium_iodinum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB69372_SGB93527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01978	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB8530_SGB13265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01931	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB34977_SGB55943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01826	0.0	0.0	0.0	0.0	0.0	0.0
s__Gaiella_occulta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01751	0.0	0.0	0.0	0.0	0.0	0.0
s__Rhabdothermincola_sediminis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01684	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB64317_SGB86773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01618	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB52740_SGB73645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01607	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB52678_SGB73566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01479	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB78248_SGB131375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01398	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomarinicola_tropica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01375	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB52743_SGB73649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01353	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB94644_SGB128987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01257	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB45011_SGB62515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01171	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB64272_SGB86721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01107	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingobacterium_alimentarium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01013	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB33657_SGB66068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00846	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB90945_SGB128005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00827	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB64869_SGB87702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00825	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB95251_SGB130640	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00698	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB93019_SGB131346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00693	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB94471_SGB128739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0069	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB64123_SGB86533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00609	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB52834_SGB73753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00468	0.0	0.0	0.0	0.0	0.0	0.0
s__Thermoleophilum_album	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00376	0.0	0.0	0.0	0.0	0.0	0.0
s__Aquihabitans_sp_Kera_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00294	0.0	0.0	0.0	0.0	0.0	0.0
s__Gemmatirosa_kalamazoonensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00287	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB78195_SGB107724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00283	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB92926_SGB131246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB64168_SGB86580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00259	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB94212_SGB130135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00188	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB92565_SGB133354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00148	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptomyces_sp_ISL_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00107	0.0	0.0	0.0	0.0	0.0	0.0
s__Sulfurisoma_sediminicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00089	0.0	0.0	0.0	0.0	0.0	0.0
s__Fusobacterium_varium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31615	0.0	0.0	0.0	0.0	0.0
s__GGB3602_SGB66069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13782	0.0	0.0	0.0	0.92633	1.9472
s__Acinetobacter_amyesii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10451	0.05978	0.0	0.0	0.0	0.0
s__Streptomyces_silvae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10359	0.0	0.22803	0.0	0.0	0.0
s__Psychrobacillus_psychrodurans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09168	0.0	0.0	0.07363	0.0	0.0
s__Microbacterium_sp_H1_D42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06684	0.0	0.0	0.0	0.0	0.0
s__Actinomadura_catellatispora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04771	0.0	0.0	0.0	0.0	0.0
s__Glutamicibacter_soli	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04349	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_knackmussii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04208	0.0	0.0	0.0	0.0	0.0
s__Nocardiopsis_listeri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04016	0.0	0.0	0.07925	0.0	0.0
s__Streptomyces_cyaneofuscatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03277	0.0	0.0	0.0	0.0	0.0
s__Sporosarcina_koreensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03105	0.0	0.0	0.0	0.0	0.0
s__Clostridium_polynesiense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03086	0.00317	0.0	0.0	0.0	0.0
s__Solibacillus_silvestris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02742	0.11309	0.0	0.0	0.0	0.0
s__Nocardiopsis_sp_JB363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01221	0.0	0.0	0.42829	0.0	0.0
s__Rhodococcus_sp_Q	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01128	0.0	0.0	0.0	0.0	0.0
s__Mycolicibacterium_lutetiense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00661	0.0	0.0	0.0	0.0	0.0
s__Sporosarcina_newyorkensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00495	0.0	0.0	0.0	0.0	0.0
s__Nonomuraea_harbinensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00365	0.0	0.0	0.0	0.0	0.0
s__Arthrobacter_koreensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00129	0.04919	0.0	0.0	0.0	0.0
s__Phocaeicola_coprophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.22817	0.0	0.0	0.0	0.0
s__Citrobacter_portucalensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75734	0.0	0.0	0.0	0.0
s__Streptococcus_gallinaceus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35717	0.0	0.0	0.0	0.0
s__Photobacterium_damselae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31739	0.0	0.0	0.0	0.0
s__Bacteroides_caecigallinarum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23956	0.15527	0.0	0.0	0.0
s__GGB9724_SGB15278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20139	0.0	0.0	0.0	0.05037
s__Streptomyces_thermocarboxydus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1192	0.0	0.0	0.0	0.0
s__Streptococcus_salivarius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09195	0.0	0.05413	0.0	0.12699
s__Phenylobacterium_sp_Root1277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08565	0.0	0.0	0.0	0.0
s__Campylobacter_jejuni	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07858	0.0	0.0	0.0	0.0
s__Micromonospora_aurantiaca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07663	0.0	0.0	0.0	0.0
s__Streptomyces_nigra	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06796	0.0	0.0	0.0	0.0
s__Streptococcus_oralis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05449	0.0	0.0	0.0	0.0
s__Cellvibrio_sp_PSBB006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04343	0.0	0.0	0.0	0.0
s__Erysipelatoclostridium_ramosum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03781	0.0	0.0	0.0	0.06974
s__Clostridiales_bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02834	0.0	0.0	0.0	0.12105
s__Corynebacterium_deserti	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02615	0.0	0.0	0.0	0.0
s__Achromobacter_kerstersii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02255	0.03598	0.0	0.0	0.0
s__Achromobacter_pestifer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02168	0.0	0.0	0.0	0.0
s__Bacteroides_thetaiotaomicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01614	0.0	0.0	0.0	0.0
s__Streptococcus_thermophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01413	0.0	0.0	0.0	0.0398
s__Ramlibacter_sp_HM2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01324	0.0	0.0	0.0	0.0
s__Sphingobacteriaceae_bacterium_DW12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01159	0.0	0.0	0.0	0.0
s__Hydrogenophaga_intermedia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01095	0.0	0.0	0.0	0.0
s__Iamia_sp_SCSIO_61187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00975	0.0	0.0	0.0	0.0
s__GGB45559_SGB105792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00963	0.0	0.0	0.0	0.02929
s__Mycoplasmoides_pirum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00643	0.0	0.0	0.0	0.0
s__GGB3511_SGB4688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00602	0.0	0.0	0.0	0.0059
s__Acinetobacter_sp_ANC_3813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00538	0.0	0.0	0.0	0.0
s__Ramlibacter_humi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00205	0.0	0.0	0.0	0.0
s__GGB79395_SGB105947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00158	0.0	0.0	0.0	0.00059
s__Flavobacterium_endophyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.51547	0.0	0.0	0.0
s__Arcanobacterium_haemolyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22584	0.0	0.0	0.0
s__Parabacteroides_sp_AGMB00274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18599	0.0	0.05196	0.0
