name,taxonomy_id,taxonomy_lvl,MS11669_minimizer_filtered.bracken_num,MS11669_minimizer_filtered.bracken_frac,MS11670_minimizer_filtered.bracken_num,MS11670_minimizer_filtered.bracken_frac,MS11673_minimizer_filtered.bracken_num,MS11673_minimizer_filtered.bracken_frac,MS11674_minimizer_filtered.bracken_num,MS11674_minimizer_filtered.bracken_frac,MS11675_minimizer_filtered.bracken_num,MS11675_minimizer_filtered.bracken_frac,MS11676_minimizer_filtered.bracken_num,MS11676_minimizer_filtered.bracken_frac,MS11677_minimizer_filtered.bracken_num,MS11677_minimizer_filtered.bracken_frac,MS11678_minimizer_filtered.bracken_num,MS11678_minimizer_filtered.bracken_frac,MS11679_minimizer_filtered.bracken_num,MS11679_minimizer_filtered.bracken_frac,MS11683_minimizer_filtered.bracken_num,MS11683_minimizer_filtered.bracken_frac,MS11684_minimizer_filtered.bracken_num,MS11684_minimizer_filtered.bracken_frac,MS11686_minimizer_filtered.bracken_num,MS11686_minimizer_filtered.bracken_frac,MS11770_minimizer_filtered.bracken_num,MS11770_minimizer_filtered.bracken_frac,MS11771_minimizer_filtered.bracken_num,MS11771_minimizer_filtered.bracken_frac,MS11774_minimizer_filtered.bracken_num,MS11774_minimizer_filtered.bracken_frac,MS11775_minimizer_filtered.bracken_num,MS11775_minimizer_filtered.bracken_frac
Pedobacter sp. G11,2482728,S,138,0.00012,0,0.00000,0,0.00000,0,0.00000,0,0.00000,54,0.00005,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,49,0.00001,0,0.00000,41,0.00002
Agrobacterium vitis,373,S,137,0.00012,0,0.00000,89,0.00021,0,0.00000,0,0.00000,229,0.00023,185,0.00027,284,0.00023,0,0.00000,0,0.00000,0,0.00000,0,0.00000,127,0.00018,0,0.00000,119,0.00007,209,0.00009
Mesorhizobium sp. 8,2584466,S,137,0.00012,0,0.00000,115,0.00028,0,0.00000,0,0.00000,104,0.00010,114,0.00016,0,0.00000,0,0.00000,77,0.00006,0,0.00000,50,0.00006,91,0.00013,0,0.00000,0,0.00000,208,0.00009
Lysobacter sp. S4-A87,2925843,S,137,0.00012,0,0.00000,0,0.00000,0,0.00000,171,0.00005,0,0.00000,110,0.00016,233,0.00019,166,0.00010,86,0.00007,0,0.00000,0,0.00000,39,0.00005,74,0.00002,64,0.00004,0,0.00000
Pusillimonas sp. DMV24BSW_D,2716226,S,137,0.00012,0,0.00000,0,0.00000,0,0.00000,24,0.00001,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,17,0.00001,0,0.00000,18,0.00001
Burkholderia plantarii,41899,S,137,0.00012,0,0.00000,117,0.00028,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Nocardioides anomalus,2712223,S,137,0.00012,0,0.00000,0,0.00000,0,0.00000,0,0.00000,40,0.00004,47,0.00007,56,0.00005,356,0.00022,428,0.00033,0,0.00000,134,0.00016,0,0.00000,49,0.00001,65,0.00004,0,0.00000
Sphingobacterium thalpophilum,259,S,137,0.00012,0,0.00000,0,0.00000,0,0.00000,42,0.00001,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,104,0.00003,168,0.00010,86,0.00004
Pseudomonas rhodesiae,76760,S,136,0.00012,0,0.00000,0,0.00000,0,0.00000,50,0.00001,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,89,0.00003,0,0.00000,75,0.00003
Sulfuricaulis limicola,1620215,S,136,0.00012,110,0.00019,135,0.00032,14,0.00002,80,0.00002,27,0.00003,42,0.00006,107,0.00009,46,0.00003,86,0.00007,20,0.00002,26,0.00003,59,0.00008,39,0.00001,50,0.00003,46,0.00002
Comamonas flocculans,2597701,S,136,0.00012,166,0.00029,0,0.00000,0,0.00000,49,0.00001,0,0.00000,141,0.00020,129,0.00010,96,0.00006,166,0.00013,92,0.00008,0,0.00000,130,0.00018,0,0.00000,131,0.00008,284,0.00012
Noviherbaspirillum sp. UKPF54,2601898,S,136,0.00012,81,0.00014,93,0.00022,68,0.00011,45,0.00001,28,0.00003,90,0.00013,111,0.00009,65,0.00004,129,0.00010,0,0.00000,43,0.00005,81,0.00011,27,0.00001,105,0.00006,70,0.00003
Aquabacterium olei,1296669,S,136,0.00012,134,0.00024,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,80,0.00007,118,0.00007,0,0.00000,0,0.00000,59,0.00007,52,0.00007,55,0.00002,165,0.00010,88,0.00004
Pedobacter riviphilus,2766984,S,136,0.00012,0,0.00000,0,0.00000,0,0.00000,28,0.00001,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,39,0.00001,0,0.00000,25,0.00001
Sulfuriferula sp. AH1,1985873,S,135,0.00012,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Ferribacterium limneticum,76259,S,135,0.00012,74,0.00013,103,0.00025,0,0.00000,41,0.00001,49,0.00005,87,0.00013,80,0.00007,36,0.00002,90,0.00007,35,0.00003,0,0.00000,40,0.00006,43,0.00001,89,0.00005,75,0.00003
Rhodopseudomonas sp. BAL398,3034676,S,134,0.00011,0,0.00000,232,0.00056,0,0.00000,0,0.00000,122,0.00012,115,0.00017,133,0.00011,0,0.00000,140,0.00011,0,0.00000,0,0.00000,126,0.00017,85,0.00003,100,0.00006,180,0.00008
Kaistia sp. 32K,2795690,S,134,0.00011,0,0.00000,317,0.00076,240,0.00038,183,0.00005,216,0.00022,97,0.00014,107,0.00009,81,0.00005,210,0.00016,0,0.00000,43,0.00005,138,0.00019,93,0.00003,163,0.00010,144,0.00006
Pedobacter sp. WC2423,3234142,S,134,0.00011,0,0.00000,0,0.00000,0,0.00000,152,0.00005,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,91,0.00003,0,0.00000,114,0.00005
Myroides albus,2562892,S,134,0.00011,0,0.00000,0,0.00000,0,0.00000,66,0.00002,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Pseudobdellovibrio exovorus,453816,S,134,0.00011,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,34,0.00005,0,0.00000,0,0.00000,19,0.00001,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Devosia sp. XK-2,3126689,S,133,0.00011,0,0.00000,0,0.00000,0,0.00000,0,0.00000,44,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,20,0.00002,0,0.00000,0,0.00000,0,0.00000,0,0.00000,87,0.00004
Xanthomonas fragariae,48664,S,133,0.00011,0,0.00000,0,0.00000,0,0.00000,243,0.00007,0,0.00000,47,0.00007,32,0.00003,63,0.00004,26,0.00002,0,0.00000,0,0.00000,23,0.00003,250,0.00008,33,0.00002,0,0.00000
Nocardioides aromaticivorans,200618,S,133,0.00011,0,0.00000,0,0.00000,0,0.00000,42,0.00001,0,0.00000,0,0.00000,0,0.00000,328,0.00020,387,0.00030,0,0.00000,60,0.00007,71,0.00010,0,0.00000,44,0.00003,0,0.00000
Novosphingobium aromaticivorans,48935,S,132,0.00011,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,111,0.00007,0,0.00000
Herbaspirillum robiniae,2014887,S,132,0.00011,0,0.00000,136,0.00033,0,0.00000,36,0.00001,0,0.00000,0,0.00000,82,0.00007,55,0.00003,168,0.00013,0,0.00000,0,0.00000,0,0.00000,0,0.00000,139,0.00008,112,0.00005
Chromobacterium paludis,2605945,S,132,0.00011,0,0.00000,95,0.00023,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,65,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,58,0.00002
Protaetiibacter sp. SSC-01,2759943,S,132,0.00011,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,104,0.00008,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Roseibium sp. Sym1,3016006,S,131,0.00011,212,0.00037,190,0.00045,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,142,0.00006
Martelella mediterranea,293089,S,131,0.00011,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Nitrosarchaeum sp. AC2,2259673,S,131,0.00011,82,0.00014,0,0.00000,0,0.00000,379,0.00011,123,0.00012,1452,0.00209,201,0.00016,1115,0.00068,0,0.00000,85,0.00007,91,0.00011,160,0.00022,81,0.00002,0,0.00000,161,0.00007
Sideroxyarcus emersonii,2764705,S,130,0.00011,44,0.00008,51,0.00012,0,0.00000,71,0.00002,0,0.00000,48,0.00007,105,0.00009,42,0.00003,126,0.00010,35,0.00003,40,0.00005,69,0.00010,41,0.00001,100,0.00006,31,0.00001
Archangium gephyra,48,S,130,0.00011,40,0.00007,109,0.00026,0,0.00000,47,0.00001,0,0.00000,113,0.00016,138,0.00011,141,0.00009,183,0.00014,40,0.00003,54,0.00007,41,0.00006,55,0.00002,67,0.00004,32,0.00001
Erythrobacter sp. 3-20A1M,2653850,S,128,0.00011,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,240,0.00029,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Aquibium microcysteis,675281,S,128,0.00011,118,0.00021,200,0.00048,0,0.00000,0,0.00000,0,0.00000,69,0.00010,59,0.00005,64,0.00004,166,0.00013,64,0.00005,0,0.00000,138,0.00019,80,0.00002,80,0.00005,118,0.00005
Solimonas sp. K1W22B-7,2303331,S,128,0.00011,26,0.00005,65,0.00016,0,0.00000,59,0.00002,25,0.00003,66,0.00009,72,0.00006,45,0.00003,74,0.00006,20,0.00002,44,0.00005,55,0.00008,29,0.00001,64,0.00004,463,0.00020
Ferrigenium kumadai,1682490,S,128,0.00011,49,0.00009,85,0.00020,0,0.00000,103,0.00003,0,0.00000,0,0.00000,175,0.00014,33,0.00002,113,0.00009,31,0.00003,43,0.00005,57,0.00008,26,0.00001,76,0.00005,42,0.00002
Pedobacter sp. KBS0701,2578106,S,128,0.00011,0,0.00000,0,0.00000,0,0.00000,0,0.00000,69,0.00007,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,44,0.00001,0,0.00000,46,0.00002
Pedobacter cryoconitis,188932,S,128,0.00011,0,0.00000,0,0.00000,0,0.00000,69,0.00002,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,89,0.00003,0,0.00000,86,0.00004
Corallococcus coralloides,184914,S,128,0.00011,62,0.00011,66,0.00016,54,0.00009,60,0.00002,0,0.00000,105,0.00015,129,0.00010,195,0.00012,228,0.00018,0,0.00000,255,0.00031,35,0.00005,0,0.00000,41,0.00002,0,0.00000
Orrella marina,2163011,S,127,0.00011,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,32,0.00002,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Microvirgula aerodenitrificans,57480,S,127,0.00011,66,0.00012,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,65,0.00005,49,0.00003,168,0.00013,0,0.00000,0,0.00000,49,0.00007,84,0.00003,54,0.00003,68,0.00003
Streptomyces sp. NBC_01725,2975923,S,127,0.00011,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1920,0.00156,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,4411,0.00263,0,0.00000
Nocardioides sp. cx-173,2898796,S,127,0.00011,0,0.00000,0,0.00000,0,0.00000,67,0.00002,0,0.00000,82,0.00012,54,0.00004,470,0.00029,530,0.00041,46,0.00004,92,0.00011,68,0.00009,0,0.00000,46,0.00003,0,0.00000
Pedobacter steynii,430522,S,127,0.00011,0,0.00000,0,0.00000,0,0.00000,41,0.00001,47,0.00005,37,0.00005,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,81,0.00011,110,0.00003,0,0.00000,49,0.00002
Planctomyces sp. SH-PL62,1636152,S,127,0.00011,81,0.00014,143,0.00034,0,0.00000,79,0.00002,97,0.00010,160,0.00023,72,0.00006,81,0.00005,91,0.00007,111,0.00009,63,0.00008,143,0.00020,85,0.00003,239,0.00014,71,0.00003
Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1,2493676,S,126,0.00011,0,0.00000,0,0.00000,0,0.00000,136,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,262,0.00032,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Methylobacterium brachiatum,269660,S,126,0.00011,0,0.00000,192,0.00046,0,0.00000,0,0.00000,0,0.00000,261,0.00038,113,0.00009,0,0.00000,108,0.00008,0,0.00000,0,0.00000,0,0.00000,0,0.00000,120,0.00007,0,0.00000
Luteibacter aegosomatis,2911537,S,126,0.00011,0,0.00000,0,0.00000,0,0.00000,30,0.00001,0,0.00000,0,0.00000,0,0.00000,149,0.00009,77,0.00006,0,0.00000,45,0.00005,33,0.00005,51,0.00002,33,0.00002,45,0.00002
Rhodococcus sp. SGAir0479,2567884,S,126,0.00011,0,0.00000,0,0.00000,0,0.00000,22,0.00001,0,0.00000,99,0.00014,0,0.00000,455,0.00028,672,0.00052,60,0.00005,0,0.00000,0,0.00000,0,0.00000,44,0.00003,0,0.00000
Nocardioides okcheonensis,2894081,S,126,0.00011,0,0.00000,0,0.00000,0,0.00000,75,0.00002,101,0.00010,0,0.00000,84,0.00007,563,0.00034,842,0.00066,98,0.00008,69,0.00008,55,0.00008,84,0.00003,0,0.00000,102,0.00004
Pyxidicoccus parkwaysis,2813578,S,126,0.00011,73,0.00013,121,0.00029,27,0.00004,77,0.00002,0,0.00000,102,0.00015,261,0.00021,199,0.00012,185,0.00014,70,0.00006,120,0.00015,43,0.00006,0,0.00000,48,0.00003,32,0.00001
Phyllobacterium zundukense,1867719,S,124,0.00011,110,0.00019,102,0.00024,0,0.00000,38,0.00001,66,0.00007,75,0.00011,0,0.00000,0,0.00000,56,0.00004,0,0.00000,0,0.00000,0,0.00000,66,0.00002,62,0.00004,88,0.00004
Luteimonas yindakuii,2565782,S,124,0.00011,0,0.00000,0,0.00000,0,0.00000,179,0.00005,43,0.00004,120,0.00017,140,0.00011,615,0.00038,233,0.00018,38,0.00003,0,0.00000,0,0.00000,138,0.00004,0,0.00000,0,0.00000
Photobacterium toruni,1935446,S,124,0.00011,0,0.00000,0,0.00000,45,0.00007,167,0.00005,208,0.00021,0,0.00000,112,0.00009,0,0.00000,0,0.00000,0,0.00000,0,0.00000,159,0.00022,1055,0.00032,2291,0.00136,2362,0.00101
Acidovorax sp. 1608163,2478662,S,124,0.00011,157,0.00028,0,0.00000,0,0.00000,35,0.00001,89,0.00009,52,0.00007,42,0.00003,41,0.00003,0,0.00000,0,0.00000,0,0.00000,84,0.00012,50,0.00002,55,0.00003,396,0.00017
Ottowia oryzae,2109914,S,124,0.00011,108,0.00019,92,0.00022,0,0.00000,0,0.00000,37,0.00004,59,0.00008,65,0.00005,38,0.00002,66,0.00005,0,0.00000,47,0.00006,48,0.00007,43,0.00001,63,0.00004,150,0.00006
Massilia violaceinigra,2045208,S,124,0.00011,44,0.00008,0,0.00000,0,0.00000,67,0.00002,0,0.00000,0,0.00000,111,0.00009,114,0.00007,110,0.00009,59,0.00005,0,0.00000,61,0.00008,52,0.00002,82,0.00005,64,0.00003
Rhodococcus sp. ABRD24,2507582,S,124,0.00011,0,0.00000,0,0.00000,0,0.00000,52,0.00002,0,0.00000,0,0.00000,0,0.00000,41,0.00003,0,0.00000,22,0.00002,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Sphingomonas profundi,2681549,S,123,0.00010,0,0.00000,89,0.00021,0,0.00000,0,0.00000,0,0.00000,0,0.00000,36,0.00003,44,0.00003,42,0.00003,0,0.00000,0,0.00000,40,0.00006,33,0.00001,47,0.00003,0,0.00000
Brevundimonas sp. AJA228-03,2752515,S,123,0.00010,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Morganella morganii,582,S,123,0.00010,0,0.00000,0,0.00000,0,0.00000,677,0.00020,101,0.00010,0,0.00000,0,0.00000,74,0.00005,32,0.00002,0,0.00000,177,0.00021,25,0.00003,361,0.00011,0,0.00000,59,0.00003
Sulfuricystis multivorans,2211108,S,123,0.00010,32,0.00006,80,0.00019,0,0.00000,52,0.00002,19,0.00002,22,0.00003,81,0.00007,42,0.00003,94,0.00007,42,0.00004,26,0.00003,42,0.00006,43,0.00001,72,0.00004,64,0.00003
Nocardioides daphniae,402297,S,123,0.00010,0,0.00000,0,0.00000,0,0.00000,73,0.00002,312,0.00031,0,0.00000,0,0.00000,869,0.00053,1358,0.00106,0,0.00000,58,0.00007,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Romboutsia sp. CE17,2724150,S,123,0.00010,289,0.00051,294,0.00070,97,0.00016,491,0.00015,1327,0.00134,106,0.00015,1123,0.00091,352,0.00022,283,0.00022,521,0.00044,116,0.00014,94,0.00013,100,0.00003,194,0.00012,245,0.00010
Sphingomonas psychrotolerans,1327635,S,122,0.00010,0,0.00000,0,0.00000,0,0.00000,0,0.00000,61,0.00006,0,0.00000,0,0.00000,0,0.00000,34,0.00003,0,0.00000,0,0.00000,47,0.00007,0,0.00000,0,0.00000,0,0.00000
Youhaiella tibetensis,1447062,S,122,0.00010,0,0.00000,0,0.00000,0,0.00000,54,0.00002,42,0.00004,0,0.00000,0,0.00000,70,0.00004,46,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,38,0.00002,0,0.00000
Comamonas sp. NLF-1-9,2853163,S,122,0.00010,46,0.00008,0,0.00000,0,0.00000,0,0.00000,0,0.00000,58,0.00008,88,0.00007,44,0.00003,53,0.00004,40,0.00003,0,0.00000,42,0.00006,48,0.00001,64,0.00004,66,0.00003
Mycobacterium decipiens,1430326,S,122,0.00010,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Cytophaga hutchinsonii,985,S,122,0.00010,78,0.00014,0,0.00000,0,0.00000,0,0.00000,0,0.00000,47,0.00007,0,0.00000,124,0.00008,87,0.00007,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Corallococcus macrosporus,35,S,122,0.00010,0,0.00000,116,0.00028,0,0.00000,128,0.00004,0,0.00000,91,0.00013,165,0.00013,304,0.00019,303,0.00024,0,0.00000,112,0.00014,45,0.00006,0,0.00000,62,0.00004,0,0.00000
Sphingomonas sp. AAP5,1523415,S,121,0.00010,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,209,0.00030,0,0.00000,0,0.00000,178,0.00014,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Caenibius tardaugens,169176,S,121,0.00010,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Devosia rhizoryzae,2774137,S,121,0.00010,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,19,0.00002,21,0.00003,29,0.00001,42,0.00002,118,0.00005
Bradyrhizobium sp. CCBAU 051011,858422,S,121,0.00010,0,0.00000,55,0.00013,0,0.00000,33,0.00001,90,0.00009,935,0.00134,0,0.00000,0,0.00000,68,0.00005,0,0.00000,0,0.00000,70,0.00010,39,0.00001,45,0.00003,0,0.00000
Bordetella pseudohinzii,1331258,S,121,0.00010,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,58,0.00005,0,0.00000,0,0.00000,0,0.00000,0,0.00000,78,0.00005,0,0.00000
Pseudoduganella aquatica,2660641,S,121,0.00010,52,0.00009,89,0.00021,0,0.00000,41,0.00001,95,0.00010,0,0.00000,90,0.00007,37,0.00002,135,0.00011,0,0.00000,68,0.00008,91,0.00013,41,0.00001,109,0.00006,64,0.00003
Paucibacter aquatile,2070761,S,121,0.00010,69,0.00012,66,0.00016,0,0.00000,32,0.00001,0,0.00000,42,0.00006,42,0.00003,0,0.00000,50,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,97,0.00006,85,0.00004
Nocardioides piscis,2714938,S,121,0.00010,0,0.00000,0,0.00000,0,0.00000,54,0.00002,0,0.00000,242,0.00035,0,0.00000,320,0.00020,489,0.00038,0,0.00000,51,0.00006,0,0.00000,0,0.00000,48,0.00003,86,0.00004
Myxococcus stipitatus,83455,S,121,0.00010,117,0.00021,71,0.00017,0,0.00000,134,0.00004,72,0.00007,164,0.00024,150,0.00012,195,0.00012,218,0.00017,101,0.00009,253,0.00031,51,0.00007,55,0.00002,77,0.00005,62,0.00003
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2,2493668,S,120,0.00010,0,0.00000,138,0.00033,0,0.00000,0,0.00000,0,0.00000,193,0.00028,0,0.00000,0,0.00000,104,0.00008,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Ottowia testudinis,2816950,S,120,0.00010,73,0.00013,84,0.00020,0,0.00000,23,0.00001,37,0.00004,0,0.00000,51,0.00004,69,0.00004,74,0.00006,0,0.00000,35,0.00004,47,0.00007,25,0.00001,61,0.00004,117,0.00005
Massilia sp. erpn,2738142,S,119,0.00010,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Chromobacterium vaccinii,1108595,S,119,0.00010,0,0.00000,97,0.00023,0,0.00000,55,0.00002,0,0.00000,0,0.00000,0,0.00000,64,0.00004,59,0.00005,0,0.00000,0,0.00000,81,0.00011,0,0.00000,92,0.00005,0,0.00000
Jeongeupia sp. USM3,1906741,S,119,0.00010,66,0.00012,205,0.00049,0,0.00000,72,0.00002,0,0.00000,50,0.00007,134,0.00011,69,0.00004,135,0.00011,72,0.00006,47,0.00006,83,0.00012,48,0.00001,70,0.00004,58,0.00002
Protaetiibacter larvae,2592654,S,119,0.00010,0,0.00000,0,0.00000,0,0.00000,40,0.00001,0,0.00000,0,0.00000,0,0.00000,0,0.00000,58,0.00005,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Streptomyces sp. NBC_01237,2903790,S,119,0.00010,0,0.00000,0,0.00000,0,0.00000,119,0.00004,0,0.00000,77,0.00011,0,0.00000,19,0.00001,0,0.00000,29,0.00002,0,0.00000,40,0.00006,29,0.00001,83,0.00005,0,0.00000
Hylemonella gracilis,80880,S,118,0.00010,35,0.00006,72,0.00017,0,0.00000,32,0.00001,54,0.00005,36,0.00005,49,0.00004,30,0.00002,117,0.00009,26,0.00002,56,0.00007,63,0.00009,57,0.00002,67,0.00004,68,0.00003
Micromonospora sp. NBC_00389,2903586,S,118,0.00010,44,0.00008,0,0.00000,0,0.00000,134,0.00004,37,0.00004,86,0.00012,211,0.00017,163,0.00010,157,0.00012,54,0.00005,79,0.00010,36,0.00005,0,0.00000,463,0.00028,0,0.00000
Sphingomonas sp. NBWT7,2596913,S,117,0.00010,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Lysobacter sp. H21R4,2781021,S,117,0.00010,0,0.00000,0,0.00000,0,0.00000,176,0.00005,0,0.00000,0,0.00000,123,0.00010,235,0.00014,152,0.00012,0,0.00000,0,0.00000,0,0.00000,140,0.00004,0,0.00000,0,0.00000
Quatrionicoccus australiensis,138118,S,117,0.00010,50,0.00009,73,0.00017,0,0.00000,47,0.00001,0,0.00000,0,0.00000,53,0.00004,43,0.00003,71,0.00006,0,0.00000,0,0.00000,82,0.00011,38,0.00001,37,0.00002,0,0.00000
Mycolicibacterium sediminis,1286180,S,117,0.00010,0,0.00000,0,0.00000,0,0.00000,46,0.00001,36,0.00004,59,0.00008,98,0.00008,0,0.00000,28,0.00002,0,0.00000,0,0.00000,39,0.00005,0,0.00000,0,0.00000,0,0.00000
Nocardioides aquaticus,160826,S,117,0.00010,0,0.00000,0,0.00000,0,0.00000,41,0.00001,38,0.00004,0,0.00000,0,0.00000,195,0.00012,344,0.00027,39,0.00003,96,0.00012,0,0.00000,54,0.00002,0,0.00000,0,0.00000
Paenibacillus uliginis,683737,S,117,0.00010,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Carnobacterium maltaromaticum,2751,S,117,0.00010,40,0.00007,380,0.00091,46,0.00007,5842,0.00174,69,0.00007,0,0.00000,1127,0.00092,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1242,0.00038,83,0.00005,24063,0.01029
Myroides phaeus,702745,S,117,0.00010,0,0.00000,0,0.00000,0,0.00000,57,0.00002,38,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,55,0.00002,0,0.00000,74,0.00003
Chryseolinea soli,2321403,S,117,0.00010,71,0.00013,101,0.00024,0,0.00000,207,0.00006,66,0.00007,226,0.00032,295,0.00024,542,0.00033,341,0.00027,142,0.00012,255,0.00031,54,0.00007,183,0.00006,341,0.00020,0,0.00000
Aquisphaera giovannonii,406548,S,117,0.00010,73,0.00013,124,0.00030,0,0.00000,64,0.00002,58,0.00006,52,0.00007,70,0.00006,41,0.00003,129,0.00010,45,0.00004,57,0.00007,76,0.00011,56,0.00002,71,0.00004,37,0.00002
Phreatobacter cathodiphilus,1868589,S,116,0.00010,0,0.00000,260,0.00062,377,0.00060,92,0.00003,128,0.00013,130,0.00019,93,0.00008,82,0.00005,245,0.00019,0,0.00000,63,0.00008,67,0.00009,64,0.00002,66,0.00004,0,0.00000
Azospirillum argentinense,2970906,S,116,0.00010,0,0.00000,198,0.00047,0,0.00000,0,0.00000,0,0.00000,109,0.00016,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,70,0.00010,0,0.00000,0,0.00000,0,0.00000
